adminCode,adminCode2,Dong,salary_23,salary_45,salary_6a,salary_male,salary_female,salary_avg,sales_음식및음료,sales_소매및판매,sales_문화및여가,sales_서비스,sales_의료,sales_교육,sales_01,sales_23,sales_45,sales_6ab,sales_sum,transport_0006,transport_0612,transport_1218,transport_1824,transport_sum,bus_sum,workers_건설업,"workers_공공 행정, 국방 및 사회보장 행정",workers_교육 서비스업,workers_금융 및 보험업,workers_도매 및 소매,workers_방송통신 및 정보서비스업,workers_보건 및 사회복지 서비스업,workers_부동산 및 임대업,workers_사업시설 관리 및 사업 지원 서비스업,workers_숙박 및 음식점업,"workers_예술, 스포츠 및 여가관련 서비스업",workers_운수업,"workers_전문, 과학 및 기술 서비스업",workers_제조업,"workers_협회 및 단체, 수리 및 기타 개인 서비스업",workers_total,popLiv_01,popLiv_23,popLiv_45,popLiv_6a,popLiv_total,popLiv_male,popLiv_female,popLiv_0006,popLiv_0612,popLiv_1218,popLiv_1824,popReg_total,popReg_01,popReg_23,popReg_45,popReg_6a,popReg_kor,popReg_fori,popReg_male,popReg_female,house_detached,house_apt,house_total,business_total,business_ceo_male,business_ceo_male,business_ceo_20,business_ceo_30,business_ceo_40,business_ceo_50,business_ceo_60,business_ceo_70above,business_개인사업체,business_회사법인,business_회사이외법인,business_비법인단체,business_국가지자체,car_total
11170625,1103073,한강로동,7107,5649,4713,5269,4105,4742,7608401502,17950368057,1797119868,5138841988,1027955672,62306228,8972900752,4.48E+11,4.50E+11,1.02E+11,1.01E+12,20771,251309,392472,385565,1050117,42,962,649,529,1380,11558,3032,509,1290,4242,2382,238,1107,4924,457,1294,34594,4830,20979,16835,57515,52011,26472,23610,33999,52898,70990,50158,22769,2631,8528,6794,4820,21109,1660,10112,11171,905,5192,6097,4943,3703,1240,88,862,1646,1430,669,248,3096,1627,123,72,25,12342
11170630,1103063,이촌1동,7717,6402.5,4880,6273,4756,5596,2728610387,2513827557,165890100,553813874,1364402309,684498953,1017408867,54827144627,1.03E+11,46916380117,2.06E+11,2027,51556,71809,41448,166840,22,19,41,519,252,498,33,362,409,5,725,90,19,64,5,408,3449,4706,6169,8817,31392,25047,11490,14055,24508,25630,24492,25556,25567,5082,5583,8844,6063,24960,607,11779,13304,431,9507,9938,836,438,398,12,111,210,249,178,76,678,78,23,48,9,12516
11170640,1103064,이촌2동,6706,5171.5,4187,4896,4019,4495,81493759,286772374,2183001,276562776,94783850,71836102,67321432,6044870764,8505240597,3211503482,17828936275,1277,30846,28008,17441,77572,9,14,44,5,23,153,0,39,72,0,36,0,0,0,17,63,488,859,1929,2239,8595,6779,3304,3511,6987,6867,6316,6943,8036,957,2093,2468,2521,7966,70,3764,4289,60,2783,2843,350,257,93,5,36,54,119,104,32,305,22,4,17,2,3493
11170650,1103065,이태원1동,6467,4898,4268,4546,3841,4222,10218633237,4854476103,674858071,249115751,254810189,108118335,4645960944,2.88E+11,93780323595,20963677338,4.07E+11,13772,101598,191000,189062,495432,15,30,1611,92,116,1412,92,187,171,132,3096,16,19,160,80,177,7391,726,4236,3392,12161,10766,5487,4774,9071,10128,12262,11605,7965,693,2987,2308,1979,6136,1829,3035,3084,815,712,1527,1716,956,760,79,356,509,474,235,63,1425,258,14,11,8,2345
11170660,1103066,이태원2동,6507,4728.5,3725,4352,3722,4046,2671410524,925141062,80533479,72507388,450243271,29703171,966595671,63612762751,29986069896,9305020215,1.04E+11,1628,37291,50619,38886,128424,18,158,18,157,50,722,80,61,321,8,858,34,13,95,41,75,2691,1111,4308,3633,13188,11457,5384,5740,12203,11503,10709,11412,10380,1096,3583,3146,2557,8660,1720,4051,4717,1127,705,1832,788,501,287,41,220,185,194,103,45,636,126,7,15,4,2536
11170685,1103074,한남동,6944,5365,4768,5067,4099,4595,7105558352,5264247837,704447769,878124777,1655928219,643988820,2206437950,2.12E+11,1.32E+11,45771427749,3.92E+11,8864,42062,76471,76804,204201,42,981,48,579,192,2717,1547,2028,408,836,3253,325,155,2301,193,606,16178,2819,11720,10490,35408,31259,14845,15376,24944,31184,37011,31899,21841,2702,6702,7182,5256,19286,2555,9414,10116,1630,3626,5256,2082,1325,757,53,440,629,554,275,131,1353,628,47,48,6,7467
11170690,1103069,서빙고동,6530,5733,4535,5558,4047,4906,350811202,807628102,97712151,259021906,61835614,638960977,169176825,14809338440,22722429854,6767153738,44468098857,3410,82178,103120,47962,236670,24,682,41,191,27,867,441,39,185,21,222,448,281,80,38,554,4117,2398,4092,5287,18060,14669,6894,8029,13519,15697,15905,13556,13424,2328,3212,4767,3120,12544,880,6093,6593,618,2608,3226,413,286,127,3,58,105,127,90,30,293,83,17,11,9,4689
11170700,1103070,보광동,6104,4361,3590,4035,3501,3784,1080877569,719563274,33317193,199393915,714429616,103975395,769574731,28376384946,32881273327,11274863621,73302096625,3288,65719,65041,30113,164161,11,13,24,275,29,372,5,171,70,36,389,22,6,58,19,250,1775,1059,3332,3607,12253,10342,5248,4881,11624,10434,9165,10144,13961,1115,4540,4431,3879,12618,1343,6400,6433,2024,550,2574,803,484,319,26,105,177,278,158,59,753,27,9,11,3,3111
11200520,1104052,왕십리2동,6207,4542.5,3724,4325,3558,3971,665610859,757804845,63962084,323160548,512076824,370373215,824309056,24519330539,29202456065,9790383300,64336478960,9647,232532,182478,107876,532533,13,45,17,172,47,390,26,185,125,30,152,29,5,31,516,150,1920,1986,5104,4567,18183,15113,6650,8274,17375,14454,12786,15839,16651,2253,5258,5159,3982,16284,367,7859,8442,608,4243,4851,760,482,278,17,71,201,285,144,42,667,54,8,28,3,4454
11200535,1104071,왕십리도선동,6392,4822.5,3909,4593,3677,4155,2807198245,3117784350,535805130,1651348470,1191888017,355248101,1790870806,94709775396,87118087764,24495999827,2.08E+11,7463,71853,76813,67859,223988,26,551,76,383,528,1547,176,873,422,1212,934,74,106,179,1015,360,8459,4421,9742,9091,34561,29459,13284,15628,30940,29321,28023,29553,26879,3739,8831,8410,5902,26406,473,12479,14014,544,7302,7846,1848,1193,655,54,271,531,591,308,93,1501,262,32,47,6,8105
11200540,1104054,마장동,6106,4519.5,3695,4249,3514,3910,1586700827,1294364281,120707164,336022070,620288321,170219567,719690892,41223170640,60578861239,23026616592,1.26E+11,7886,124572,134116,87554,354128,28,203,323,374,133,4789,18,437,314,1221,643,104,352,345,972,429,10826,2845,7198,6713,26678,21749,10491,11229,21896,22873,21214,21012,22598,2612,7711,6393,5884,21959,639,10903,11184,1206,4173,5379,3248,2440,808,46,379,838,1094,686,205,2523,627,32,50,16,8488
11200550,1104055,사근동,6327,4669,3530,4084,3392,3771,5419736761,2073914512,178700019,898005882,514196853,43142431,10962492079,1.52E+11,47678094998,10929462239,2.22E+11,8124,120385,241655,150707,520871,35,5,65,4342,42,634,79,1933,65,90,1692,186,79,234,114,152,9712,3429,13544,5060,28703,25769,12529,12843,21584,27138,29441,24912,14020,1327,8213,2393,2088,12121,1899,6327,5757,793,1288,2081,1092,715,377,38,187,264,337,211,55,854,132,69,27,10,2270
11200560,1104056,행당1동,6333,4820.5,3841,4535,3673,4132,3562178644,4092976806,634289494,1579793407,1901203932,378792047,5994632032,1.33E+11,1.08E+11,32490291299,2.80E+11,10746,177843,128726,72410,389725,28,300,1987,357,125,1445,300,469,205,80,1321,153,125,685,196,547,8430,3263,8627,6644,26588,22529,10529,12036,17720,21498,26144,24755,14041,1893,4564,4339,3252,13733,308,6622,7138,573,3680,4253,1399,846,553,34,256,379,456,213,61,1090,228,32,36,13,4225
11200570,1104057,행당2동,6750,5271.5,4114,5169,3971,4612,452684281,473050542,83227772,149515458,907871417,583469398,702152941,19893640929,37489220732,8987271216,67072285818,11054,110473,170320,174963,466810,29,26,38,533,47,318,0,206,175,0,224,36,9,17,31,170,1830,3649,5739,6082,24395,19467,8667,11270,22741,19176,15948,20005,23079,3533,6123,7655,5772,22988,91,10766,12302,133,8134,8267,565,313,252,9,91,182,174,85,24,502,28,6,24,5,6742
11200580,1104058,응봉동,6570,5076.5,3967,4926,3925,4457,261050337,570956873,34771405,154662015,188664385,202481201,169204386,8256249763,15765112732,3468527286,27659094167,2417,68260,46896,18169,135742,31,79,41,275,16,118,0,84,116,0,99,8,17,0,17,62,932,2123,2959,3516,13473,10728,4849,6190,13069,10671,8401,10770,15007,2552,3732,5161,3564,14953,54,7174,7861,150,3868,4018,378,251,127,6,48,87,136,76,25,341,9,2,18,8,4639
11200590,1104059,금호1가동,6272,4891.5,3966,4669,3759,4256,435889330,730790838,16353502,478699060,513954804,413014080,707900420,18216034364,30556617040,8634066609,58114618433,3841,137068,107341,53257,301507,36,31,46,267,27,206,0,172,114,25,183,65,44,0,166,151,1516,2559,4028,4720,17628,14195,6279,8192,15337,13839,12827,14779,15065,2221,3946,4913,3987,14982,83,7178,7841,77,5058,5135,541,349,192,4,73,128,188,117,31,470,31,6,29,5,4832
11200615,1104072,금호2.3가동,6548,4690.5,3776,4570,3736,4174,1002188547,1481779839,29065220,231832671,818730163,176054641,1023331946,29124691147,48904916209,21602194046,1.01E+11,2723,55662,54519,35061,147965,43,33,43,145,65,370,5,313,83,58,343,72,35,20,214,195,1994,3414,5734,6530,25504,20375,9219,11375,23890,19376,16878,21357,22337,2917,6484,7191,5752,22165,172,10645,11654,893,5019,5912,975,560,415,25,86,222,348,215,79,894,27,10,39,5,6262
11200620,1104062,금호4가동,6943,5158,4148,5039,3952,4527,614400519,416928997,63224647,210329720,855724124,159867998,548420198,17540727693,26890405351,13213569811,58193123053,8559,186187,149047,85707,429500,26,113,15,222,70,356,0,206,106,6,257,39,223,20,99,150,1882,1808,3359,3893,14783,11875,5396,6529,12312,11494,11217,12476,14351,2178,3781,4781,3614,14228,123,6690,7449,397,4439,4836,618,363,255,16,77,135,221,128,41,553,29,7,23,6,4547
11200645,1104073,옥수동,7237,5663,4609,5437,4273,4884,1435180724,1101188285,151621634,558484039,762978283,438360430,661458731,39762796773,52417961685,17292874064,1.10E+11,5001,173081,186426,116159,480667,44,75,44,505,43,454,28,236,293,10,461,89,12,63,142,243,2698,4856,7661,8810,33463,27245,12320,15078,26890,27580,25833,28676,25809,4046,7102,8423,6242,25553,256,11901,13704,124,9483,9607,796,440,356,24,138,239,223,134,38,643,81,11,53,8,8850
11200650,1104065,성수1가1동,6359,4748.5,4053,4519,3723,4163,881204324,1576255506,40555851,524268868,327398231,226306470,712728912,32085099319,38910280353,10119606641,81827715225,5194,84031,138358,119529,347112,33,333,17,461,96,1199,415,170,237,123,347,380,144,390,2094,212,6722,2232,7173,6272,22684,19562,9649,9535,15676,19787,24039,18747,15996,1885,5216,5081,3818,15698,298,8010,8136,629,3313,3942,1486,1106,380,20,161,436,568,236,65,1154,275,10,37,10,10765
11200660,1104066,성수1가2동,6316,4580,3727,4304,3551,3962,2592720065,2454400396,95224403,1199408115,650743698,500249652,1285544616,75368582885,71118266086,17579901117,1.65E+11,8685,119294,279267,335702,742948,12,990,27,376,114,2945,1680,194,364,2416,691,64,841,1043,2796,743,15345,1993,7562,6044,21783,19360,9458,9237,14929,19986,24347,18178,12333,1438,4210,3722,2964,12133,200,5960,6184,659,2345,3004,2128,1601,527,46,301,661,728,307,85,1366,681,32,42,7,6465
11200670,1104067,성수2가1동,6049,4324,3747,4149,3429,3828,1921019272,2265772289,156998842,1358231778,1178067155,179015090,1173535659,62442763362,80994439310,24422617912,1.69E+11,8802,68260,59833,40563,177458,30,507,797,537,162,2858,1587,205,200,1111,812,111,349,1015,4265,552,15068,2115,6804,6624,23499,19872,10236,9289,18166,20142,22328,18850,15495,1450,4542,4839,4668,15026,469,7991,7345,1079,1913,2992,2568,1884,684,47,276,747,1021,390,87,1839,670,9,39,11,8372
11200690,1104068,성수2가3동,6270,4647.5,4133,4357,3608,4031,3261185079,3475332297,303595565,1763397545,1084427543,197398834,1634056376,1.05E+11,1.01E+11,27920494813,2.36E+11,15759,172984,455990,635335,1280068,22,1450,64,470,549,7266,2416,346,1288,6702,1250,157,1492,4223,14294,2361,44333,2657,14196,11021,37859,34726,17870,14999,20957,38244,50117,29585,10501,990,3702,3086,2725,10249,252,5221,5231,290,1912,2202,4918,3905,1013,78,553,1470,1828,793,196,2909,1885,75,43,6,7134
11200720,1104069,송정동,5789,4101,3403,3892,3254,3607,241419502,386615081,82234641,116578544,192176201,38568564,171355357,9429195579,12381116445,4884561788,26866229169,3281,37823,30716,18818,90638,12,235,265,72,0,425,11,136,33,0,140,0,10,201,449,220,2197,922,3913,3308,12245,10566,5430,4768,11085,11230,10243,9704,10398,945,3290,3277,2887,10007,391,5359,4795,898,793,1691,702,517,185,14,61,177,266,140,44,615,54,10,16,7,2783
11200790,1104070,용답동,5750,3952.5,3341,3778,3165,3506,1404571010,1640160175,545938319,1104311754,675444221,105057797,1368261078,49709463462,62797224406,17010921798,1.31E+11,26232,527061,420371,282366,1256030,13,426,46,241,646,2582,112,454,219,4441,699,109,1610,542,1127,704,14569,1767,6552,6304,23018,19299,9721,9103,17940,20131,19892,19234,12680,906,5008,3563,3205,11755,925,5990,5582,1472,621,2093,2108,1548,560,50,230,563,762,375,128,1533,491,33,40,11,7390
11215710,1105053,화양동,5804,4116.5,3396,3644,3002,3306,12578464027,5306968727,611577183,1845810716,2073714861,260759338,21656708481,4.01E+11,1.18E+11,25573886689,5.67E+11,3645,37453,42675,25158,108931,21,234,70,3302,94,1549,162,2339,305,444,4082,381,101,307,258,611,14256,3888,22616,7836,43314,41126,19234,19597,38956,38118,41967,45462,27334,1332,18361,4328,3314,23450,3884,11222,12398,1413,1360,2773,2379,1547,832,93,544,626,704,329,83,2024,260,45,42,8,4054
11215730,1105054,군자동,5982,4167.5,3547,3891,3269,3597,2647321391,2829444796,367093881,511937200,1098230892,173283054,2125886452,80978461576,75614509371,26857972014,1.86E+11,11156,91933,97422,69490,270001,24,132,21,2252,115,1199,261,441,125,401,1053,88,366,185,463,323,7425,2060,9471,5130,23140,20654,10063,9840,19422,20602,21802,20789,21410,1862,9595,5321,4634,19340,2070,9626,9814,1435,779,2214,1595,1035,560,33,237,449,546,278,52,1286,230,32,44,3,5068
11215740,1105055,중곡1동,5756,3984.5,3522,3822,3172,3512,1301074573,3339899888,92040673,440923606,1462069457,157371636,805855323,54980345836,94451873590,33526572760,1.84E+11,7094,66031,61591,40127,174843,17,392,40,83,112,1463,113,251,61,1268,548,67,231,158,1658,393,6838,1769,5075,4614,17865,15124,7321,7344,15972,14773,14043,15709,15837,1334,6147,4448,3908,15453,384,7340,7928,1094,148,1242,1623,1067,556,35,193,472,607,260,56,1368,203,14,35,3,4831
11215750,1105056,중곡2동,5775,4048.5,3434,3838,3255,3550,1465157001,1994005557,215580650,470301740,1847290060,440679908,932532204,52485086668,75423651330,29650111914,1.58E+11,13129,202789,158638,87089,461645,16,392,56,275,125,1382,109,731,129,225,556,71,119,221,876,456,5740,2627,5924,5684,22047,18342,8422,9722,21978,17906,15204,18281,21197,2233,7318,6362,5287,20856,341,9916,11104,1188,300,1488,1666,1051,615,39,195,448,656,268,60,1367,221,24,48,6,5266
11215760,1105057,중곡3동,5630,3978.5,3318,3790,3153,3488,988348447,902670520,196030566,403061075,829096752,137397565,1066822018,31026148603,41751741922,12592448843,86437161386,1764,41830,37694,23587,104875,24,412,16,189,31,652,5,716,32,89,505,139,175,58,944,304,4267,1964,4604,4851,18805,15211,7059,8057,16163,14599,14220,15861,16153,1504,5295,4908,4448,15913,240,7884,8055,1179,462,1641,1344,852,492,26,141,360,530,228,59,1203,89,10,36,6,3990
11215770,1105058,중곡4동,5706,4120,3480,3927,3278,3616,1421352857,2033015668,162232810,439508306,1329324170,257005907,1276373175,41467587139,73265035850,28075735242,1.44E+11,3950,43194,49371,38487,135002,32,158,73,630,73,902,12,390,82,55,483,117,0,29,804,423,4253,3665,7065,7632,31649,24923,11376,13632,27242,25209,22120,25119,28229,2896,8234,8927,8176,27866,363,13733,14330,1508,314,1822,1515,993,522,37,152,363,606,292,65,1360,96,20,34,5,7471
11215780,1105059,능동,6207,4279,3809,4084,3333,3707,1934621887,1947271433,106445118,376523039,382094700,79336741,855111289,53094054408,47676558462,14905817050,1.17E+11,33102,491371,500208,393594,1418275,9,105,402,458,316,1206,152,334,66,93,495,424,68,260,116,145,4640,2256,6207,4162,18024,15558,7086,8242,13085,16069,17647,15430,11522,1044,4964,3081,2435,11163,359,5155,6060,786,21,807,740,502,238,21,93,214,254,134,24,515,177,28,15,5,3006
11215810,1105063,광장동,6775,5911,4700,5889,4299,5203,1737867509,1971553623,526456384,433240277,1055365540,609280774,1270666007,40464302375,91284213066,23133542222,1.56E+11,8665,213189,204449,126189,552492,36,593,76,1344,751,1450,184,339,538,853,2515,1130,19,340,288,380,10839,9599,9963,12217,43929,35684,16242,21615,36963,36376,33949,35448,34245,8033,7239,13010,5969,34044,201,16569,17701,214,9068,9282,1375,898,477,13,185,431,501,194,51,936,342,25,61,11,11711
11215820,1105064,자양1동,5848,4201,3561,3976,3273,3636,1803564980,1842716237,288712887,557241880,1817090792,315682459,1620558323,58991732518,82989781278,34835664452,1.78E+11,4240,76521,69011,42812,192584,7,393,954,189,215,1145,44,922,130,326,601,48,335,330,309,343,6331,3003,9043,7493,29224,25000,11816,12568,26245,24834,23733,25186,22854,2300,8099,6913,5543,22007,847,10643,11282,1205,784,1989,1743,1110,633,29,219,511,626,277,81,1451,220,20,45,7,7575
11215830,1105065,자양2동,6120,4586.5,3974,4402,3530,4000,1344852467,1041093316,207545288,353645199,669904558,244622469,1290490277,33947627875,44177523191,14958654220,94374295563,8757,87452,66515,39595,202319,20,385,658,826,170,896,1243,327,196,337,496,122,48,305,365,324,6698,3615,6389,6569,25983,21255,10142,11140,23107,21467,19047,21397,24110,3050,7040,7688,6334,23802,308,11585,12324,848,2802,3650,1496,1032,464,29,180,401,551,291,44,1230,183,25,43,15,8384
11215840,1105066,자양3동,6499,5231,4555,5075,3879,4532,2710446321,4036395708,335977612,859049031,877282019,750625124,6302901553,1.35E+11,1.02E+11,25728903993,2.70E+11,2618,55946,74020,66842,199426,17,103,69,664,151,1368,165,464,417,232,1116,57,235,89,151,392,5673,4123,7232,7181,27871,23006,10574,12633,23622,22046,22534,23821,27769,4520,7517,9039,6699,27457,312,13185,14401,402,7088,7490,1310,789,521,46,225,329,458,223,29,1024,214,15,50,7,9413
11215847,1105067,자양4동,6068,4348.5,3632,4141,3385,3789,3872814499,3177106621,311062655,733595425,1323242732,211861046,5169388591,1.33E+11,86435843693,26038653143,2.51E+11,13280,141859,135031,104226,394396,12,680,70,351,51,1160,38,576,168,134,1143,155,388,216,634,511,6275,2576,9710,7815,30505,25906,12203,13103,23666,24602,26182,29173,21362,1609,7564,6244,5947,17989,3373,8937,8954,1589,1405,2994,1993,1237,756,62,303,480,701,362,85,1755,170,21,37,10,4919
11215850,1105060,구의1동,5994,4225,3533,3991,3295,3642,3525875604,2256477392,205994542,630014156,1040788817,225052422,1970289837,84446686327,86969959333,25775075129,1.99E+11,18227,397068,307773,201699,924767,10,505,14,369,109,989,186,305,208,442,974,132,176,581,274,375,5645,3386,9095,7602,29330,25113,11766,12944,29410,24596,20790,25658,24096,2237,9848,6923,5091,23424,672,11148,12232,1070,264,1334,1894,1233,661,39,273,541,648,303,90,1547,254,31,59,3,6169
11215860,1105061,구의2동,5912,4282.5,3590,4083,3394,3755,1695949253,2093607290,248470959,350325140,669231938,319983284,2509563162,47822847586,62578486452,20366936474,1.33E+11,16024,269239,238256,128537,652056,21,293,16,418,276,939,87,559,107,48,528,50,226,313,476,308,4729,3771,6207,6751,26369,21111,9370,12183,23684,20965,18421,21374,26403,3751,7256,8748,6653,25864,539,12554,13552,977,1355,2332,1240,831,409,30,132,304,448,278,48,1039,125,30,39,7,7309
11215870,1105062,구의3동,6509,5286,4506,5078,3885,4526,4488954734,7561876768,1022547628,1961992675,2267264914,1771808429,5773029686,1.84E+11,2.45E+11,60981539528,4.97E+11,10721,454673,435093,279565,1180052,26,5337,19,867,273,2949,884,428,569,2564,1449,168,771,1143,235,740,18396,5813,9465,10265,37696,31076,14475,17149,29092,30066,32858,32286,28404,4033,8810,8958,6607,28173,231,13347,14921,424,5985,6409,2618,1727,891,63,469,852,806,343,85,2003,532,25,52,6,9132
11230536,1106081,용신동,5853,4271,3413,3970,3282,3655,4181861262,4517100000,359262050,1131769304,2734588633,1274306159,2822771293,1.20E+11,1.49E+11,66026751597,3.38E+11,48347,563963,936546,510342,2059198,40,1120,1610,1208,2602,7306,483,1478,626,3213,1844,430,359,3480,3408,957,30153,3414,13220,12766,49290,40410,19696,19652,35906,42485,44862,38386,36842,3516,14109,10293,8929,35219,1623,17131,17238,1942,4446,6388,5795,4052,1743,85,597,1387,2084,1188,454,4756,853,87,77,22,9797
11230545,1106082,제기동,5804,4299.5,3351,3960,3289,3661,2068533594,2575518774,208786590,368296135,1788418934,171675644,1595363299,75334246622,1.65E+11,1.80E+11,4.21E+11,19459,191859,243297,346117,800732,27,70,52,456,351,6102,84,733,347,244,1123,35,142,435,859,689,11722,3658,11465,8545,41354,32641,15627,16888,32235,33779,34311,30241,26468,2327,9528,6631,7990,24133,2335,12419,11865,2262,3113,5375,4820,3161,1659,71,370,917,1729,1201,532,4368,337,36,69,10,6468
11230560,1106083,전농1동,5708,4224,3356,4011,3271,3674,3989169686,3230724686,359775634,1075666627,1567673553,161181421,4686937763,1.09E+11,1.07E+11,47153597741,2.69E+11,7110,107126,101382,50250,265868,31,169,50,299,101,2391,121,1068,114,29,1589,122,426,63,381,486,7409,4546,10308,9114,38262,31092,14900,16219,29794,30641,31942,31991,29353,3453,8764,8879,8265,28749,604,14333,14398,2138,4044,6182,2412,1501,911,67,374,599,796,427,149,2075,251,26,51,9,7621
11230570,1106084,전농2동,5839,4530,3571,4313,3514,3945,991746388,1002664533,63195757,236079792,1044581160,312060725,2095820781,30270353180,44102859266,15047670606,91516703833,8538,143691,132144,71273,355646,12,21,114,2115,46,533,10,227,104,23,370,57,0,265,162,173,4220,3475,5087,4713,20626,16347,7552,9401,17007,16461,15913,16008,18656,2664,4566,6002,5426,18108,548,8754,9516,489,5505,5994,916,596,320,19,110,205,369,169,44,770,58,14,49,25,5521
11230600,1106091,답십리1동,5935,4453.5,3565,4272,3383,3852,1665947794,2133251521,206495166,810265406,1105904212,464988245,854084358,54325073115,75163361338,23834215348,1.54E+11,6043,89717,72734,46843,215337,25,1634,59,324,225,1846,41,798,332,575,643,99,1256,403,645,459,9339,3991,6538,7101,27419,22392,10407,12121,24778,22273,20319,22198,28476,4381,8891,8936,6276,28072,404,13630,14703,944,7743,8687,2242,1620,622,44,279,548,766,463,142,1873,283,22,55,9,9517
11230610,1106086,답십리2동,5781,4336,3531,4146,3400,3803,804186565,1214398725,96636226,463703240,1313343827,394356394,800027109,30487186915,53633078566,20786472458,1.06E+11,11766,120450,108659,76834,317709,19,271,20,224,42,2325,18,409,404,7,427,106,66,32,502,504,5357,3005,6406,7368,28609,22566,10595,12103,26256,21675,19322,23012,27955,3458,7601,8626,8271,27694,261,13489,14366,991,8184,9175,2030,1493,537,31,197,511,731,425,135,1735,226,11,54,4,8661
11230650,1106087,장안1동,5798,4299.5,3653,4102,3336,3752,4032225259,3368977003,443421060,1325044487,1657529658,461908263,1883550614,1.04E+11,1.33E+11,39732204990,2.78E+11,11773,172592,181159,176737,542261,28,1534,225,673,1155,5149,651,928,865,1703,1573,246,700,659,3566,803,20430,4053,10849,11566,42025,34763,17433,16817,35420,35104,33765,34764,38611,4856,11435,12297,10033,37975,636,18827,19220,892,6878,7770,4530,3210,1320,83,605,1226,1683,736,197,3657,743,42,73,15,13088
11230660,1106088,장안2동,5720,4373,3521,4180,3362,3810,4085380891,5216819074,663960703,990321539,1843586028,1697948561,3535602404,1.18E+11,1.90E+11,54389962030,3.65E+11,11833,172980,153307,101264,439384,32,207,47,947,81,2525,75,862,208,61,1742,226,288,65,2180,514,10041,5403,7804,9149,34339,27868,13284,15068,28081,26562,27305,29525,32672,5388,8552,10818,7916,32373,299,16076,16306,849,6061,6910,3146,1979,1167,63,430,823,1134,599,97,2790,271,22,54,9,10615
11230705,1106080,청량리동,5570,4270.5,3376,3965,3278,3653,1820092150,2426300894,200067852,488048919,1858202944,241003888,1079214253,45599368219,78405298850,52084189344,1.77E+11,60643,1045301,838442,569269,2513655,24,93,1078,753,505,996,95,860,215,236,899,196,20,1256,210,379,7825,2045,5369,6160,27326,20597,9853,10600,19254,20886,22413,19835,19102,1669,4396,5485,7553,18608,494,9285,9335,1507,3691,5198,1727,1090,637,30,161,340,626,400,170,1485,133,40,57,12,5141
11230710,1106071,회기동,5871,4496.5,3524,4104,3219,3668,4208211211,1751427455,337694066,513336317,1351516825,166511601,6192824271,1.16E+11,59240054560,21126366007,2.02E+11,52460,764914,1760576,1438371,4016321,9,19,13,3603,92,580,409,2512,45,28,1494,77,9,272,52,242,9447,3159,11156,4265,25437,22404,9584,12428,20946,23515,23677,21478,13678,1185,7909,2496,2090,10548,3130,5093,5524,744,1577,2321,964,569,395,39,208,267,286,140,24,840,63,35,23,3,2098
11230720,1106072,휘경1동,5628,4121,3389,3817,3150,3510,1789436513,1280044471,349055286,393959975,879690832,243206042,1882386813,57714841917,44931263217,16305678761,1.21E+11,12119,117603,128685,78247,336654,15,89,17,120,25,999,14,221,184,647,709,99,40,82,233,344,3823,1907,7982,4174,20500,17716,7853,9432,18163,18171,16507,18023,16340,1642,8041,3611,3049,14010,2330,6620,7363,913,2546,3459,1035,656,379,23,138,264,344,207,59,885,89,14,44,3,3879
11230730,1106073,휘경2동,5841,4463,3677,4224,3372,3832,736949054,1073009488,16884834,203120229,978693117,290229319,1448532911,33745843006,34008632267,14844370039,84047378223,11899,225450,307214,194331,738894,17,38,205,1170,12,450,0,1201,145,17,307,40,27,134,227,148,4121,3215,7992,5188,24600,20361,9436,11065,22824,21098,17883,19638,25390,3076,9715,6826,5775,24509,881,11955,11972,994,4151,5145,1156,878,278,20,122,252,378,323,61,1039,47,19,35,16,6377
11230740,1106089,이문1동,5633,4168,3425,3834,3188,3539,2624089195,2424389584,196887462,576317516,964542706,291116272,4814967292,98080779527,56969666111,15403767614,1.75E+11,9725,125916,161762,88930,386333,26,116,57,2561,58,639,32,253,66,30,1047,91,42,43,89,305,5429,3342,13543,4973,29373,25996,11948,13671,26181,26964,25925,24917,21266,1962,10095,4788,4424,17993,3273,9010,9163,1501,2232,3733,1519,923,596,43,229,370,489,286,102,1384,59,35,36,5,4094
11230750,1106090,이문2동,5820,4575.5,3675,4349,3467,3953,601892684,597112493,23782485,104723823,760538892,227433482,513754233,17393305264,31205692482,8968990740,58081742719,9098,139599,86350,42986,278033,10,58,15,206,0,293,0,173,85,10,251,11,394,0,127,114,1768,2548,3904,4464,18228,14337,6719,7856,17281,14128,11477,14462,20075,2714,5380,6273,5709,19583,492,9491,10191,954,4862,5816,702,453,249,12,66,177,235,164,48,643,28,6,21,4,5353
11260520,1107052,면목2동,5394,3873,3227,3679,3053,3392,1021134317,1431078368,69514437,485323260,800878615,207890003,784488737,31326772987,56097117226,16823054109,1.05E+11,9626,86565,61478,34453,192122,21,263,66,284,14,978,48,416,91,6,473,62,625,62,1797,363,5548,3141,5630,6851,26312,20891,9994,10978,24485,20432,17899,20750,24155,2458,6546,7970,7183,23786,369,11920,12011,1528,2444,3972,1991,1361,630,44,219,545,755,361,67,1815,122,11,39,4,7373
