`atdrc_code_se`|`atdrc_nm`|`stdr_ym`|`tot_popltn_co`|`tot_hshld_co`|`hshld_popltn_avrg_co`|`male_popltn_co`|`female_popltn_co`|`ldadng_dt`
`동대문구`|`11230`|`201708`|`345562`|`154407`|`2.24`|`172614`|`172948`|`2018-01-05 16:52:25`
`중랑구`|`11260`|`201708`|`404657`|`173943`|`2.33`|`201178`|`203479`|`2018-01-05 16:52:25`
`성북구`|`11290`|`201708`|`439414`|`181878`|`2.42`|`214380`|`225034`|`2018-01-05 16:52:25`
`강북구`|`11305`|`201708`|`320198`|`137429`|`2.33`|`156770`|`163428`|`2018-01-05 16:52:25`
`도봉구`|`11320`|`201708`|`341395`|`133982`|`2.55`|`167405`|`173990`|`2018-01-05 16:52:25`
`노원구`|`11350`|`201708`|`554005`|`214239`|`2.59`|`269310`|`284695`|`2018-01-05 16:52:25`
`은평구`|`11380`|`201708`|`479372`|`195945`|`2.45`|`232838`|`246534`|`2018-01-05 16:52:25`
`서대문구`|`11410`|`201708`|`307900`|`132435`|`2.32`|`149031`|`158869`|`2018-01-05 16:52:25`
`마포구`|`11440`|`201708`|`369274`|`163530`|`2.26`|`176454`|`192820`|`2018-01-05 16:52:25`
`양천구`|`11470`|`201708`|`468039`|`172832`|`2.71`|`231064`|`236975`|`2018-01-05 16:52:25`
`강서구`|`11500`|`201708`|`594315`|`246969`|`2.41`|`289548`|`304767`|`2018-01-05 16:52:25`
`구로구`|`11530`|`201708`|`409110`|`168143`|`2.43`|`203040`|`206070`|`2018-01-05 16:52:25`
`금천구`|`11545`|`201708`|`231845`|`102424`|`2.26`|`117657`|`114188`|`2018-01-05 16:52:25`
`영등포구`|`11560`|`201708`|`361134`|`160472`|`2.25`|`179983`|`181151`|`2018-01-05 16:52:25`
`동작구`|`11590`|`201708`|`393281`|`169109`|`2.33`|`192088`|`201193`|`2018-01-05 16:52:25`
`관악구`|`11620`|`201708`|`497882`|`248568`|`2`|`250832`|`247050`|`2018-01-05 16:52:25`
`서초구`|`11650`|`201708`|`434915`|`168392`|`2.58`|`208480`|`226435`|`2018-01-05 16:52:25`
`강남구`|`11680`|`201708`|`550244`|`225651`|`2.44`|`263466`|`286778`|`2018-01-05 16:52:25`
`송파구`|`11710`|`201708`|`652833`|`255908`|`2.55`|`317507`|`335326`|`2018-01-05 16:52:25`
`강동구`|`11740`|`201708`|`438967`|`174662`|`2.51`|`218026`|`220941`|`2018-01-05 16:52:25`
`종로구`|`11110`|`201709`|`149524`|`69203`|`2.16`|`73468`|`76056`|`2018-01-05 16:52:25`
`중구`|`11140`|`201709`|`120944`|`56469`|`2.14`|`59757`|`61187`|`2018-01-05 16:52:25`
`용산구`|`11170`|`201709`|`218878`|`99452`|`2.2`|`106378`|`112500`|`2018-01-05 16:52:25`
`성동구`|`11200`|`201709`|`299461`|`128108`|`2.34`|`147740`|`151721`|`2018-01-05 16:52:25`
`광진구`|`11215`|`201709`|`352272`|`155715`|`2.26`|`171697`|`180575`|`2018-01-05 16:52:25`
`동대문구`|`11230`|`201709`|`345156`|`154438`|`2.23`|`172426`|`172730`|`2018-01-05 16:52:25`
`중랑구`|`11260`|`201709`|`404266`|`174136`|`2.32`|`201034`|`203232`|`2018-01-05 16:52:25`
`성북구`|`11290`|`201709`|`438620`|`181680`|`2.41`|`213962`|`224658`|`2018-01-05 16:52:25`
`강북구`|`11305`|`201709`|`319767`|`137444`|`2.33`|`156570`|`163197`|`2018-01-05 16:52:25`
`도봉구`|`11320`|`201709`|`340965`|`134005`|`2.54`|`167155`|`173810`|`2018-01-05 16:52:25`
`노원구`|`11350`|`201709`|`552648`|`213998`|`2.58`|`268722`|`283926`|`2018-01-05 16:52:25`
`은평구`|`11380`|`201709`|`479409`|`196234`|`2.44`|`232849`|`246560`|`2018-01-05 16:52:25`
`서대문구`|`11410`|`201709`|`307454`|`132293`|`2.32`|`148756`|`158698`|`2018-01-05 16:52:25`
`마포구`|`11440`|`201709`|`368825`|`163614`|`2.25`|`176212`|`192613`|`2018-01-05 16:52:25`
`양천구`|`11470`|`201709`|`467317`|`172728`|`2.71`|`230664`|`236653`|`2018-01-05 16:52:25`
`강서구`|`11500`|`201709`|`594343`|`247433`|`2.4`|`289441`|`304902`|`2018-01-05 16:52:25`
`구로구`|`11530`|`201709`|`408316`|`168018`|`2.43`|`202634`|`205682`|`2018-01-05 16:52:25`
`금천구`|`11545`|`201709`|`231533`|`102476`|`2.26`|`117432`|`114101`|`2018-01-05 16:52:25`
`영등포구`|`11560`|`201709`|`361223`|`160680`|`2.25`|`179995`|`181228`|`2018-01-05 16:52:25`
`동작구`|`11590`|`201709`|`392842`|`169112`|`2.32`|`191826`|`201016`|`2018-01-05 16:52:25`
`관악구`|`11620`|`201709`|`497188`|`248509`|`2`|`250477`|`246711`|`2018-01-05 16:52:25`
`서초구`|`11650`|`201709`|`434662`|`168508`|`2.58`|`208284`|`226378`|`2018-01-05 16:52:25`
`강남구`|`11680`|`201709`|`548685`|`225084`|`2.44`|`262768`|`285917`|`2018-01-05 16:52:25`
`송파구`|`11710`|`201709`|`652201`|`255801`|`2.55`|`317161`|`335040`|`2018-01-05 16:52:25`
`강동구`|`11740`|`201709`|`436288`|`173878`|`2.51`|`216611`|`219677`|`2018-01-05 16:52:25`
`종로구`|`11110`|`202107`|`145692`|`73453`|`1.98`|`70810`|`74882`|`2021-08-20 12:01:57`
`중구`|`11140`|`202107`|`122951`|`63001`|`1.95`|`59945`|`63006`|`2021-08-20 12:01:57`
`용산구`|`11170`|`202107`|`225977`|`111635`|`2.02`|`108709`|`117268`|`2021-08-20 12:01:57`
`성동구`|`11200`|`202107`|`288703`|`134493`|`2.15`|`140811`|`147892`|`2021-08-20 12:01:57`
`광진구`|`11215`|`202107`|`342111`|`167057`|`2.05`|`165039`|`177072`|`2021-08-20 12:01:57`
`동대문구`|`11230`|`202107`|`337946`|`166670`|`2.03`|`167252`|`170694`|`2021-08-20 12:01:57`
`중랑구`|`11260`|`202107`|`389428`|`185131`|`2.1`|`192355`|`197073`|`2021-08-20 12:01:57`
`성북구`|`11290`|`202107`|`433361`|`194528`|`2.23`|`209004`|`224357`|`2021-08-20 12:01:57`
`강북구`|`11305`|`202107`|`302113`|`144563`|`2.09`|`147237`|`154876`|`2021-08-20 12:01:57`
`도봉구`|`11320`|`202107`|`319893`|`138490`|`2.31`|`155869`|`164024`|`2021-08-20 12:01:57`
`노원구`|`11350`|`202107`|`515198`|`217310`|`2.37`|`248250`|`266948`|`2021-08-20 12:01:57`
`은평구`|`11380`|`202107`|`475008`|`213889`|`2.22`|`227339`|`247669`|`2021-08-20 12:01:57`
`서대문구`|`11410`|`202107`|`306839`|`143274`|`2.14`|`146724`|`160115`|`2021-08-20 12:01:57`
`마포구`|`11440`|`202107`|`370185`|`179007`|`2.07`|`174291`|`195894`|`2021-08-20 12:01:57`
`양천구`|`11470`|`202107`|`450431`|`181098`|`2.49`|`220815`|`229616`|`2021-08-20 12:01:57`
`강서구`|`11500`|`202107`|`577058`|`269653`|`2.14`|`278142`|`298916`|`2021-08-20 12:01:57`
`구로구`|`11530`|`202107`|`398744`|`180324`|`2.21`|`196713`|`202031`|`2021-08-20 12:01:57`
`금천구`|`11545`|`202107`|`230665`|`115910`|`1.99`|`116699`|`113966`|`2021-08-20 12:01:57`
`영등포구`|`11560`|`202107`|`377408`|`185467`|`2.03`|`186432`|`190976`|`2021-08-20 12:01:57`
`동작구`|`11590`|`202107`|`387810`|`184175`|`2.11`|`187614`|`200196`|`2021-08-20 12:01:57`
`관악구`|`11620`|`202107`|`488525`|`274975`|`1.78`|`245370`|`243155`|`2021-08-20 12:01:57`
`서초구`|`11650`|`202107`|`418294`|`171743`|`2.44`|`200107`|`218187`|`2021-08-20 12:01:57`
`강남구`|`11680`|`202107`|`530529`|`232642`|`2.28`|`253799`|`276730`|`2021-08-20 12:01:57`
`송파구`|`11710`|`202107`|`658093`|`280881`|`2.34`|`317209`|`340884`|`2021-08-20 12:01:57`
`강동구`|`11740`|`202107`|`465191`|`200595`|`2.32`|`228642`|`236549`|`2021-08-20 12:01:57`
`종로구`|`11110`|`202108`|`145551`|`73580`|`1.98`|`70715`|`74836`|`2021-10-06 13:19:14`
`중구`|`11140`|`202108`|`122852`|`63130`|`1.95`|`59868`|`62984`|`2021-10-06 13:19:14`
`용산구`|`11170`|`202108`|`224977`|`111419`|`2.02`|`108220`|`116757`|`2021-10-06 13:19:14`
`성동구`|`11200`|`202108`|`288214`|`134507`|`2.14`|`140517`|`147697`|`2021-10-06 13:19:14`
`광진구`|`11215`|`202108`|`341505`|`167233`|`2.04`|`164748`|`176757`|`2021-10-06 13:19:14`
`동대문구`|`11230`|`202108`|`337857`|`167136`|`2.02`|`167140`|`170717`|`2021-10-06 13:19:14`
`중랑구`|`11260`|`202108`|`388911`|`185333`|`2.1`|`192060`|`196851`|`2021-10-06 13:19:14`
`성북구`|`11290`|`202108`|`432815`|`194774`|`2.22`|`208711`|`224104`|`2021-10-06 13:19:14`
`강북구`|`11305`|`202108`|`301430`|`144610`|`2.08`|`146919`|`154511`|`2021-10-06 13:19:14`
`도봉구`|`11320`|`202108`|`319211`|`138495`|`2.3`|`155523`|`163688`|`2021-10-06 13:19:14`
`노원구`|`11350`|`202108`|`514050`|`217324`|`2.37`|`247676`|`266374`|`2021-10-06 13:19:14`
`은평구`|`11380`|`202108`|`474414`|`214004`|`2.22`|`226964`|`247450`|`2021-10-06 13:19:14`
`서대문구`|`11410`|`202108`|`306472`|`143521`|`2.14`|`146553`|`159919`|`2021-10-06 13:19:14`
`마포구`|`11440`|`202108`|`370053`|`179471`|`2.06`|`174204`|`195849`|`2021-10-06 13:19:14`
`양천구`|`11470`|`202108`|`449603`|`181191`|`2.48`|`220421`|`229182`|`2021-10-06 13:19:14`
`강서구`|`11500`|`202108`|`576361`|`269976`|`2.13`|`277705`|`298656`|`2021-10-06 13:19:14`
`구로구`|`11530`|`202108`|`397887`|`180322`|`2.21`|`196249`|`201638`|`2021-10-06 13:19:14`
`금천구`|`11545`|`202108`|`230759`|`116308`|`1.98`|`116714`|`114045`|`2021-10-06 13:19:14`
`영등포구`|`11560`|`202108`|`377655`|`186135`|`2.03`|`186526`|`191129`|`2021-10-06 13:19:14`
`동작구`|`11590`|`202108`|`387558`|`184556`|`2.1`|`187510`|`200048`|`2021-10-06 13:19:14`
`관악구`|`11620`|`202108`|`488304`|`275732`|`1.77`|`245308`|`242996`|`2021-10-06 13:19:14`
`서초구`|`11650`|`202108`|`417568`|`171860`|`2.43`|`199722`|`217846`|`2021-10-06 13:19:14`
`강남구`|`11680`|`202108`|`532818`|`233815`|`2.28`|`254936`|`277882`|`2021-10-06 13:19:14`
`송파구`|`11710`|`202108`|`658991`|`281593`|`2.34`|`317635`|`341356`|`2021-10-06 13:19:14`
`강동구`|`11740`|`202108`|`464411`|`200791`|`2.31`|`228196`|`236215`|`2021-10-06 13:19:14`
`종로구`|`11110`|`202109`|`145512`|`73652`|`1.98`|`70666`|`74846`|`2021-10-25 10:28:17`
`중구`|`11140`|`202109`|`122858`|`63267`|`1.94`|`59853`|`63005`|`2021-10-25 10:28:17`
`용산구`|`11170`|`202109`|`224145`|`111177`|`2.02`|`107801`|`116344`|`2021-10-25 10:28:17`
`성동구`|`11200`|`202109`|`287820`|`134620`|`2.14`|`140290`|`147530`|`2021-10-25 10:28:17`
`광진구`|`11215`|`202109`|`341112`|`167438`|`2.04`|`164553`|`176559`|`2021-10-25 10:28:17`
`동대문구`|`11230`|`202109`|`337846`|`167591`|`2.02`|`167083`|`170763`|`2021-10-25 10:28:17`
`중랑구`|`11260`|`202109`|`388554`|`185497`|`2.09`|`191832`|`196722`|`2021-10-25 10:28:17`
`성북구`|`11290`|`202109`|`432628`|`195099`|`2.22`|`208592`|`224036`|`2021-10-25 10:28:17`
`강북구`|`11305`|`202109`|`300887`|`144573`|`2.08`|`146613`|`154274`|`2021-10-25 10:28:17`
`도봉구`|`11320`|`202109`|`318718`|`138582`|`2.3`|`155212`|`163506`|`2021-10-25 10:28:17`
`노원구`|`11350`|`202109`|`513053`|`217269`|`2.36`|`247118`|`265935`|`2021-10-25 10:28:17`
`은평구`|`11380`|`202109`|`474062`|`214181`|`2.21`|`226833`|`247229`|`2021-10-25 10:28:17`
`서대문구`|`11410`|`202109`|`306249`|`143712`|`2.13`|`146388`|`159861`|`2021-10-25 10:28:17`
`마포구`|`11440`|`202109`|`369903`|`179541`|`2.06`|`174119`|`195784`|`2021-10-25 10:28:17`
`양천구`|`11470`|`202109`|`449010`|`181281`|`2.48`|`220075`|`228935`|`2021-10-25 10:28:17`
`강서구`|`11500`|`202109`|`575875`|`270389`|`2.13`|`277388`|`298487`|`2021-10-25 10:28:17`
`구로구`|`11530`|`202109`|`397506`|`180424`|`2.2`|`196027`|`201479`|`2021-10-25 10:28:17`
`금천구`|`11545`|`202109`|`230644`|`116545`|`1.98`|`116588`|`114056`|`2021-10-25 10:28:17`
`영등포구`|`11560`|`202109`|`377536`|`186360`|`2.03`|`186414`|`191122`|`2021-10-25 10:28:17`
`동작구`|`11590`|`202109`|`387117`|`184825`|`2.09`|`187286`|`199831`|`2021-10-25 10:28:17`
`관악구`|`11620`|`202109`|`488029`|`276182`|`1.77`|`245220`|`242809`|`2021-10-25 10:28:17`
`서초구`|`11650`|`202109`|`416285`|`171497`|`2.43`|`199068`|`217217`|`2021-10-25 10:28:17`
`강남구`|`11680`|`202109`|`533359`|`234218`|`2.28`|`255264`|`278095`|`2021-10-25 10:28:17`
`송파구`|`11710`|`202109`|`659385`|`282018`|`2.34`|`317784`|`341601`|`2021-10-25 10:28:17`
`강동구`|`11740`|`202109`|`464163`|`201205`|`2.31`|`228002`|`236161`|`2021-10-25 10:28:17`
`종로구`|`11110`|`202110`|`145346`|`73613`|`1.97`|`70552`|`74794`|`2021-11-26 15:41:18`
`중구`|`11140`|`202110`|`122781`|`63409`|`1.94`|`59802`|`62979`|`2021-11-26 15:41:18`
`용산구`|`11170`|`202110`|`223713`|`111067`|`2.01`|`107607`|`116106`|`2021-11-26 15:41:18`
`성동구`|`11200`|`202110`|`287174`|`134517`|`2.13`|`139958`|`147216`|`2021-11-26 15:41:18`
`광진구`|`11215`|`202110`|`340814`|`167559`|`2.03`|`164425`|`176389`|`2021-11-26 15:41:18`
`동대문구`|`11230`|`202110`|`337538`|`167754`|`2.01`|`166842`|`170696`|`2021-11-26 15:41:18`
`중랑구`|`11260`|`202110`|`388218`|`185505`|`2.09`|`191601`|`196617`|`2021-11-26 15:41:18`
`성북구`|`11290`|`202110`|`432081`|`195126`|`2.21`|`208308`|`223773`|`2021-11-26 15:41:18`
`강북구`|`11305`|`202110`|`300278`|`144501`|`2.08`|`146240`|`154038`|`2021-11-26 15:41:18`
`도봉구`|`11320`|`202110`|`318299`|`138655`|`2.3`|`154970`|`163329`|`2021-11-26 15:41:18`
`노원구`|`11350`|`202110`|`512129`|`217201`|`2.36`|`246650`|`265479`|`2021-11-26 15:41:18`
`은평구`|`11380`|`202110`|`473369`|`214126`|`2.21`|`226514`|`246855`|`2021-11-26 15:41:18`
`서대문구`|`11410`|`202110`|`305840`|`143723`|`2.13`|`146208`|`159632`|`2021-11-26 15:41:18`
`마포구`|`11440`|`202110`|`369695`|`179571`|`2.06`|`173985`|`195710`|`2021-11-26 15:41:18`
`양천구`|`11470`|`202110`|`448634`|`181434`|`2.47`|`219862`|`228772`|`2021-11-26 15:41:18`
`강서구`|`11500`|`202110`|`575370`|`270623`|`2.13`|`277041`|`298329`|`2021-11-26 15:41:18`
`구로구`|`11530`|`202110`|`397330`|`180541`|`2.2`|`195909`|`201421`|`2021-11-26 15:41:18`
`금천구`|`11545`|`202110`|`230740`|`116935`|`1.97`|`116588`|`114152`|`2021-11-26 15:41:18`
`영등포구`|`11560`|`202110`|`377524`|`186585`|`2.02`|`186390`|`191134`|`2021-11-26 15:41:18`
`동작구`|`11590`|`202110`|`386246`|`184598`|`2.09`|`186863`|`199383`|`2021-11-26 15:41:18`
`관악구`|`11620`|`202110`|`487357`|`276315`|`1.76`|`244844`|`242513`|`2021-11-26 15:41:18`
`서초구`|`11650`|`202110`|`415083`|`171083`|`2.43`|`198470`|`216613`|`2021-11-26 15:41:18`
`강남구`|`11680`|`202110`|`533878`|`234533`|`2.28`|`255473`|`278405`|`2021-11-26 15:41:18`
`송파구`|`11710`|`202110`|`659239`|`282185`|`2.34`|`317773`|`341466`|`2021-11-26 15:41:18`
`강동구`|`11740`|`202110`|`463752`|`201428`|`2.3`|`227755`|`235997`|`2021-11-26 15:41:18`
`종로구`|`11110`|`202111`|`145073`|`73586`|`1.97`|`70393`|`74680`|`2022-01-07 13:48:58`
`중구`|`11140`|`202111`|`122673`|`63493`|`1.93`|`59743`|`62930`|`2022-01-07 13:48:58`
`용산구`|`11170`|`202111`|`223442`|`111126`|`2.01`|`107486`|`115956`|`2022-01-07 13:48:58`
`성동구`|`11200`|`202111`|`286599`|`134400`|`2.13`|`139709`|`146890`|`2022-01-07 13:48:58`
`광진구`|`11215`|`202111`|`340339`|`167661`|`2.03`|`164212`|`176127`|`2022-01-07 13:48:58`
`동대문구`|`11230`|`202111`|`337316`|`167960`|`2.01`|`166591`|`170725`|`2022-01-07 13:48:58`
`중랑구`|`11260`|`202111`|`387667`|`185514`|`2.09`|`191305`|`196362`|`2022-01-07 13:48:58`
`성북구`|`11290`|`202111`|`431313`|`195064`|`2.21`|`207979`|`223334`|`2022-01-07 13:48:58`
`강북구`|`11305`|`202111`|`299792`|`144569`|`2.07`|`146000`|`153792`|`2022-01-07 13:48:58`
`도봉구`|`11320`|`202111`|`317943`|`138645`|`2.29`|`154794`|`163149`|`2022-01-07 13:48:58`
`노원구`|`11350`|`202111`|`511275`|`217215`|`2.35`|`246182`|`265093`|`2022-01-07 13:48:58`
`은평구`|`11380`|`202111`|`473468`|`214494`|`2.21`|`226555`|`246913`|`2022-01-07 13:48:58`
`서대문구`|`11410`|`202111`|`305443`|`143720`|`2.13`|`145990`|`159453`|`2022-01-07 13:48:58`
`마포구`|`11440`|`202111`|`369238`|`179657`|`2.06`|`173725`|`195513`|`2022-01-07 13:48:58`
`양천구`|`11470`|`202111`|`448061`|`181439`|`2.47`|`219606`|`228455`|`2022-01-07 13:48:58`
`강서구`|`11500`|`202111`|`574789`|`270877`|`2.12`|`276624`|`298165`|`2022-01-07 13:48:58`
`구로구`|`11530`|`202111`|`397058`|`180726`|`2.2`|`195741`|`201317`|`2022-01-07 13:48:58`
`금천구`|`11545`|`202111`|`230839`|`117326`|`1.97`|`116574`|`114265`|`2022-01-07 13:48:58`
`영등포구`|`11560`|`202111`|`377048`|`186774`|`2.02`|`186047`|`191001`|`2022-01-07 13:48:58`
`동작구`|`11590`|`202111`|`386051`|`184775`|`2.09`|`186710`|`199341`|`2022-01-07 13:48:58`
`관악구`|`11620`|`202111`|`486427`|`276400`|`1.76`|`244367`|`242060`|`2022-01-07 13:48:58`
`서초구`|`11650`|`202111`|`413363`|`170521`|`2.42`|`197606`|`215757`|`2022-01-07 13:48:58`
`강남구`|`11680`|`202111`|`533557`|`234463`|`2.28`|`255319`|`278238`|`2022-01-07 13:48:58`
`송파구`|`11710`|`202111`|`658841`|`282296`|`2.33`|`317596`|`341245`|`2022-01-07 13:48:58`
`강동구`|`11740`|`202111`|`463265`|`201521`|`2.3`|`227436`|`235829`|`2022-01-07 13:48:58`
`종로구`|`11110`|`202112`|`144683`|`73494`|`1.97`|`70183`|`74500`|`2022-01-26 13:08:04`
`중구`|`11140`|`202112`|`122499`|`63519`|`1.93`|`59630`|`62869`|`2022-01-26 13:08:04`
`용산구`|`11170`|`202112`|`222953`|`111036`|`2.01`|`107210`|`115743`|`2022-01-26 13:08:04`
`성동구`|`11200`|`202112`|`285990`|`134233`|`2.13`|`139380`|`146610`|`2022-01-26 13:08:04`
`광진구`|`11215`|`202112`|`339996`|`167949`|`2.02`|`164058`|`175938`|`2022-01-26 13:08:04`
`동대문구`|`11230`|`202112`|`337400`|`168219`|`2.01`|`166646`|`170754`|`2022-01-26 13:08:04`
`중랑구`|`11260`|`202112`|`387350`|`185712`|`2.09`|`191112`|`196238`|`2022-01-26 13:08:04`
`성북구`|`11290`|`202112`|`430528`|`195017`|`2.21`|`207578`|`222950`|`2022-01-26 13:08:04`
`강북구`|`11305`|`202112`|`299182`|`144536`|`2.07`|`145705`|`153477`|`2022-01-26 13:08:04`
`도봉구`|`11320`|`202112`|`317366`|`138656`|`2.29`|`154487`|`162879`|`2022-01-26 13:08:04`
`노원구`|`11350`|`202112`|`510956`|`217378`|`2.35`|`246053`|`264903`|`2022-01-26 13:08:04`
`은평구`|`11380`|`202112`|`473307`|`214711`|`2.2`|`226458`|`246849`|`2022-01-26 13:08:04`
`서대문구`|`11410`|`202112`|`304819`|`143647`|`2.12`|`145694`|`159125`|`2022-01-26 13:08:04`
`마포구`|`11440`|`202112`|`368905`|`179861`|`2.05`|`173504`|`195401`|`2022-01-26 13:08:04`
`양천구`|`11470`|`202112`|`447302`|`181404`|`2.47`|`219214`|`228088`|`2022-01-26 13:08:04`
`강서구`|`11500`|`202112`|`574315`|`271175`|`2.12`|`276292`|`298023`|`2022-01-26 13:08:04`
`구로구`|`11530`|`202112`|`396754`|`180929`|`2.19`|`195537`|`201217`|`2022-01-26 13:08:04`
`금천구`|`11545`|`202112`|`230811`|`117595`|`1.96`|`116527`|`114284`|`2022-01-26 13:08:04`
`영등포구`|`11560`|`202112`|`376837`|`187020`|`2.01`|`185926`|`190911`|`2022-01-26 13:08:04`
`동작구`|`11590`|`202112`|`385483`|`184812`|`2.09`|`186426`|`199057`|`2022-01-26 13:08:04`
`관악구`|`11620`|`202112`|`485699`|`276597`|`1.76`|`243991`|`241708`|`2022-01-26 13:08:04`
`서초구`|`11650`|`202112`|`412279`|`170244`|`2.42`|`197034`|`215245`|`2022-01-26 13:08:04`
`강남구`|`11680`|`202112`|`533042`|`234233`|`2.28`|`255047`|`277995`|`2022-01-26 13:08:04`
`송파구`|`11710`|`202112`|`658338`|`282417`|`2.33`|`317346`|`340992`|`2022-01-26 13:08:04`
`강동구`|`11740`|`202112`|`462664`|`201613`|`2.29`|`227002`|`235662`|`2022-01-26 13:08:04`
`종로구`|`11110`|`202201`|`144543`|`73541`|`1.97`|`70117`|`74426`|`2022-03-30 13:22:32`
`중구`|`11140`|`202201`|`122315`|`63520`|`1.93`|`59510`|`62805`|`2022-03-30 13:22:32`
`용산구`|`11170`|`202201`|`222573`|`111010`|`2`|`107050`|`115523`|`2022-03-30 13:22:32`
`성동구`|`11200`|`202201`|`285516`|`134126`|`2.13`|`139135`|`146381`|`2022-03-30 13:22:32`
`광진구`|`11215`|`202201`|`340002`|`168238`|`2.02`|`163993`|`176009`|`2022-03-30 13:22:32`
`동대문구`|`11230`|`202201`|`337419`|`168435`|`2`|`166657`|`170762`|`2022-03-30 13:22:32`
`중랑구`|`11260`|`202201`|`387598`|`186076`|`2.08`|`191221`|`196377`|`2022-03-30 13:22:32`
`성북구`|`11290`|`202201`|`430074`|`194981`|`2.21`|`207333`|`222741`|`2022-03-30 13:22:32`
`강북구`|`11305`|`202201`|`298727`|`144529`|`2.07`|`145500`|`153227`|`2022-03-30 13:22:32`
`도봉구`|`11320`|`202201`|`317150`|`138695`|`2.29`|`154326`|`162824`|`2022-03-30 13:22:32`
`노원구`|`11350`|`202201`|`510805`|`217660`|`2.35`|`245896`|`264909`|`2022-03-30 13:22:32`
`은평구`|`11380`|`202201`|`473122`|`214827`|`2.2`|`226269`|`246853`|`2022-03-30 13:22:32`
`서대문구`|`11410`|`202201`|`305113`|`143948`|`2.12`|`145759`|`159354`|`2022-03-30 13:22:32`
`마포구`|`11440`|`202201`|`368617`|`179969`|`2.05`|`173323`|`195294`|`2022-03-30 13:22:32`
`양천구`|`11470`|`202201`|`446895`|`181482`|`2.46`|`219023`|`227872`|`2022-03-30 13:22:32`
`강서구`|`11500`|`202201`|`574001`|`271576`|`2.11`|`276132`|`297869`|`2022-03-30 13:22:32`
`구로구`|`11530`|`202201`|`396515`|`181240`|`2.19`|`195351`|`201164`|`2022-03-30 13:22:32`
`금천구`|`11545`|`202201`|`230881`|`117935`|`1.96`|`116487`|`114394`|`2022-03-30 13:22:32`
`영등포구`|`11560`|`202201`|`376949`|`187375`|`2.01`|`185964`|`190985`|`2022-03-30 13:22:32`
`동작구`|`11590`|`202201`|`385478`|`185059`|`2.08`|`186452`|`199026`|`2022-03-30 13:22:32`
`관악구`|`11620`|`202201`|`485610`|`277135`|`1.75`|`243967`|`241643`|`2022-03-30 13:22:32`
`서초구`|`11650`|`202201`|`411539`|`170096`|`2.42`|`196611`|`214928`|`2022-03-30 13:22:32`
`강남구`|`11680`|`202201`|`533173`|`234383`|`2.27`|`255107`|`278066`|`2022-03-30 13:22:32`
`송파구`|`11710`|`202201`|`658859`|`282940`|`2.33`|`317556`|`341303`|`2022-03-30 13:22:32`
`강동구`|`11740`|`202201`|`462452`|`201765`|`2.29`|`226892`|`235560`|`2022-03-30 13:22:32`
`종로구`|`11110`|`202202`|`144575`|`73763`|`1.96`|`70092`|`74483`|`2022-03-30 14:42:42`
`중구`|`11140`|`202202`|`122167`|`63644`|`1.92`|`59446`|`62721`|`2022-03-30 14:42:42`
`용산구`|`11170`|`202202`|`222413`|`111134`|`2`|`106881`|`115532`|`2022-03-30 14:42:42`
`성동구`|`11200`|`202202`|`285137`|`134286`|`2.12`|`138866`|`146271`|`2022-03-30 14:42:42`
`광진구`|`11215`|`202202`|`340494`|`168975`|`2.02`|`164226`|`176268`|`2022-03-30 14:42:42`
`동대문구`|`11230`|`202202`|`337881`|`169211`|`2`|`166852`|`171029`|`2022-03-30 14:42:42`
`중랑구`|`11260`|`202202`|`388606`|`187004`|`2.08`|`191682`|`196924`|`2022-03-30 14:42:42`
`성북구`|`11290`|`202202`|`431892`|`196281`|`2.2`|`208211`|`223681`|`2022-03-30 14:42:42`
`강북구`|`11305`|`202202`|`298074`|`144658`|`2.06`|`145066`|`153008`|`2022-03-30 14:42:42`
`도봉구`|`11320`|`202202`|`316631`|`138748`|`2.28`|`154046`|`162585`|`2022-03-30 14:42:42`
`노원구`|`11350`|`202202`|`510527`|`218249`|`2.34`|`245744`|`264783`|`2022-03-30 14:42:42`
`은평구`|`11380`|`202202`|`472640`|`215001`|`2.2`|`225941`|`246699`|`2022-03-30 14:42:42`
`서대문구`|`11410`|`202202`|`305793`|`144717`|`2.11`|`146045`|`159748`|`2022-03-30 14:42:42`
`마포구`|`11440`|`202202`|`368560`|`180457`|`2.04`|`173282`|`195278`|`2022-03-30 14:42:42`
`양천구`|`11470`|`202202`|`446478`|`181603`|`2.46`|`218786`|`227692`|`2022-03-30 14:42:42`
`강서구`|`11500`|`202202`|`573531`|`272216`|`2.11`|`275710`|`297821`|`2022-03-30 14:42:42`
`구로구`|`11530`|`202202`|`396221`|`181612`|`2.18`|`195164`|`201057`|`2022-03-30 14:42:42`
`금천구`|`11545`|`202202`|`230856`|`118271`|`1.95`|`116449`|`114407`|`2022-03-30 14:42:42`
`영등포구`|`11560`|`202202`|`376884`|`187834`|`2.01`|`185824`|`191060`|`2022-03-30 14:42:42`
`동작구`|`11590`|`202202`|`385490`|`185688`|`2.08`|`186397`|`199093`|`2022-03-30 14:42:42`
`관악구`|`11620`|`202202`|`486209`|`278497`|`1.75`|`244287`|`241922`|`2022-03-30 14:42:42`
`서초구`|`11650`|`202202`|`410682`|`169979`|`2.42`|`196211`|`214471`|`2022-03-30 14:42:42`
`강남구`|`11680`|`202202`|`533286`|`234634`|`2.27`|`255159`|`278127`|`2022-03-30 14:42:42`
