`atdrc_code_se`|`atdrc_nm`|`stdr_ym`|`tot_popltn_co`|`tot_hshld_co`|`hshld_popltn_avrg_co`|`male_popltn_co`|`female_popltn_co`|`ldadng_dt`
`송파구`|`11710`|`202202`|`661452`|`284218`|`2.33`|`318851`|`342601`|`2022-03-30 14:42:42`
`강동구`|`11740`|`202202`|`461972`|`201906`|`2.29`|`226605`|`235367`|`2022-03-30 14:42:42`
`종로구`|`11110`|`202203`|`144275`|`73766`|`1.96`|`69911`|`74364`|`2022-04-28 15:44:57`
`중구`|`11140`|`202203`|`122173`|`63767`|`1.92`|`59448`|`62725`|`2022-04-28 15:44:57`
`용산구`|`11170`|`202203`|`222169`|`111207`|`2`|`106735`|`115434`|`2022-04-28 15:44:57`
`성동구`|`11200`|`202203`|`285073`|`134533`|`2.12`|`138847`|`146226`|`2022-04-28 15:44:57`
`광진구`|`11215`|`202203`|`340707`|`169483`|`2.01`|`164346`|`176361`|`2022-04-28 15:44:57`
`동대문구`|`11230`|`202203`|`337982`|`169695`|`1.99`|`166823`|`171159`|`2022-04-28 15:44:57`
`중랑구`|`11260`|`202203`|`389043`|`187693`|`2.07`|`191835`|`197208`|`2022-04-28 15:44:57`
`성북구`|`11290`|`202203`|`433150`|`197296`|`2.2`|`208691`|`224459`|`2022-04-28 15:44:57`
`강북구`|`11305`|`202203`|`297384`|`144725`|`2.05`|`144643`|`152741`|`2022-04-28 15:44:57`
`도봉구`|`11320`|`202203`|`316098`|`138836`|`2.28`|`153716`|`162382`|`2022-04-28 15:44:57`
`노원구`|`11350`|`202203`|`510486`|`219065`|`2.33`|`245663`|`264823`|`2022-04-28 15:44:57`
`은평구`|`11380`|`202203`|`472259`|`215178`|`2.19`|`225640`|`246619`|`2022-04-28 15:44:57`
`서대문구`|`11410`|`202203`|`305866`|`145044`|`2.11`|`145958`|`159908`|`2022-04-28 15:44:57`
`마포구`|`11440`|`202203`|`368331`|`180702`|`2.04`|`173073`|`195258`|`2022-04-28 15:44:57`
`양천구`|`11470`|`202203`|`446182`|`181765`|`2.45`|`218554`|`227628`|`2022-04-28 15:44:57`
`강서구`|`11500`|`202203`|`573046`|`272572`|`2.1`|`275422`|`297624`|`2022-04-28 15:44:57`
`구로구`|`11530`|`202203`|`396017`|`181916`|`2.18`|`195002`|`201015`|`2022-04-28 15:44:57`
`금천구`|`11545`|`202203`|`231098`|`118697`|`1.95`|`116568`|`114530`|`2022-04-28 15:44:57`
`영등포구`|`11560`|`202203`|`376740`|`188193`|`2`|`185696`|`191044`|`2022-04-28 15:44:57`
`동작구`|`11590`|`202203`|`386017`|`186419`|`2.07`|`186648`|`199369`|`2022-04-28 15:44:57`
`관악구`|`11620`|`202203`|`486375`|`279353`|`1.74`|`244409`|`241966`|`2022-04-28 15:44:57`
`서초구`|`11650`|`202203`|`409823`|`169895`|`2.41`|`195806`|`214017`|`2022-04-28 15:44:57`
`강남구`|`11680`|`202203`|`532577`|`234612`|`2.27`|`254866`|`277711`|`2022-04-28 15:44:57`
`송파구`|`11710`|`202203`|`662607`|`285106`|`2.32`|`319407`|`343200`|`2022-04-28 15:44:57`
`강동구`|`11740`|`202203`|`461300`|`201926`|`2.28`|`226203`|`235097`|`2022-04-28 15:44:57`
`종로구`|`11110`|`202204`|`144005`|`73773`|`1.95`|`69722`|`74283`|`2022-05-25 10:54:01`
`중구`|`11140`|`202204`|`122087`|`63834`|`1.91`|`59417`|`62670`|`2022-05-25 10:54:01`
`용산구`|`11170`|`202204`|`222009`|`111293`|`1.99`|`106645`|`115364`|`2022-05-25 10:54:01`
`성동구`|`11200`|`202204`|`284573`|`134437`|`2.12`|`138581`|`145992`|`2022-05-25 10:54:01`
`광진구`|`11215`|`202204`|`340396`|`169638`|`2.01`|`164191`|`176205`|`2022-05-25 10:54:01`
`동대문구`|`11230`|`202204`|`337570`|`169650`|`1.99`|`166554`|`171016`|`2022-05-25 10:54:01`
`중랑구`|`11260`|`202204`|`388941`|`187953`|`2.07`|`191741`|`197200`|`2022-05-25 10:54:01`
`성북구`|`11290`|`202204`|`433331`|`197566`|`2.19`|`208762`|`224569`|`2022-05-25 10:54:01`
`강북구`|`11305`|`202204`|`296942`|`144709`|`2.05`|`144395`|`152547`|`2022-05-25 10:54:01`
`도봉구`|`11320`|`202204`|`315522`|`138879`|`2.27`|`153445`|`162077`|`2022-05-25 10:54:01`
`노원구`|`11350`|`202204`|`509658`|`219011`|`2.33`|`245222`|`264436`|`2022-05-25 10:54:01`
`은평구`|`11380`|`202204`|`473131`|`215600`|`2.19`|`226009`|`247122`|`2022-05-25 10:54:01`
`서대문구`|`11410`|`202204`|`305721`|`145246`|`2.1`|`145839`|`159882`|`2022-05-25 10:54:01`
`마포구`|`11440`|`202204`|`367613`|`180696`|`2.03`|`172724`|`194889`|`2022-05-25 10:54:01`
`양천구`|`11470`|`202204`|`445662`|`181921`|`2.45`|`218298`|`227364`|`2022-05-25 10:54:01`
`강서구`|`11500`|`202204`|`572648`|`273025`|`2.1`|`275101`|`297547`|`2022-05-25 10:54:01`
`구로구`|`11530`|`202204`|`395555`|`181966`|`2.17`|`194763`|`200792`|`2022-05-25 10:54:01`
`금천구`|`11545`|`202204`|`231150`|`118977`|`1.94`|`116598`|`114552`|`2022-05-25 10:54:01`
`영등포구`|`11560`|`202204`|`376465`|`188377`|`2`|`185520`|`190945`|`2022-05-25 10:54:01`
`동작구`|`11590`|`202204`|`385982`|`186696`|`2.07`|`186558`|`199424`|`2022-05-25 10:54:01`
`관악구`|`11620`|`202204`|`486361`|`279822`|`1.74`|`244499`|`241862`|`2022-05-25 10:54:01`
`서초구`|`11650`|`202204`|`408918`|`169740`|`2.41`|`195389`|`213529`|`2022-05-25 10:54:01`
`강남구`|`11680`|`202204`|`532049`|`234607`|`2.27`|`254517`|`277532`|`2022-05-25 10:54:01`
`송파구`|`11710`|`202204`|`662963`|`285532`|`2.32`|`319535`|`343428`|`2022-05-25 10:54:01`
`강동구`|`11740`|`202204`|`461228`|`202158`|`2.28`|`226057`|`235171`|`2022-05-25 10:54:01`
`종로구`|`11110`|`202205`|`143850`|`73822`|`1.95`|`69638`|`74212`|`2022-09-07 17:55:32`
`중구`|`11140`|`202205`|`122054`|`63880`|`1.91`|`59368`|`62686`|`2022-09-07 17:55:32`
`용산구`|`11170`|`202205`|`222083`|`111508`|`1.99`|`106666`|`115417`|`2022-09-07 17:55:32`
`성동구`|`11200`|`202205`|`284173`|`134357`|`2.12`|`138373`|`145800`|`2022-09-07 17:55:32`
`광진구`|`11215`|`202205`|`340062`|`169769`|`2`|`164091`|`175971`|`2022-09-07 17:55:32`
`동대문구`|`11230`|`202205`|`337443`|`169815`|`1.99`|`166447`|`170996`|`2022-09-07 17:55:32`
`중랑구`|`11260`|`202205`|`388736`|`188134`|`2.07`|`191575`|`197161`|`2022-09-07 17:55:32`
`성북구`|`11290`|`202205`|`433531`|`197884`|`2.19`|`208802`|`224729`|`2022-09-07 17:55:32`
`강북구`|`11305`|`202205`|`296726`|`144866`|`2.05`|`144228`|`152498`|`2022-09-07 17:55:32`
`도봉구`|`11320`|`202205`|`315162`|`138951`|`2.27`|`153252`|`161910`|`2022-09-07 17:55:32`
`노원구`|`11350`|`202205`|`508867`|`218955`|`2.32`|`244807`|`264060`|`2022-09-07 17:55:32`
`은평구`|`11380`|`202205`|`473669`|`216169`|`2.19`|`226182`|`247487`|`2022-09-07 17:55:32`
`서대문구`|`11410`|`202205`|`305615`|`145397`|`2.1`|`145681`|`159934`|`2022-09-07 17:55:32`
`마포구`|`11440`|`202205`|`367474`|`180978`|`2.03`|`172574`|`194900`|`2022-09-07 17:55:32`
`양천구`|`11470`|`202205`|`444925`|`181921`|`2.45`|`217920`|`227005`|`2022-09-07 17:55:32`
`강서구`|`11500`|`202205`|`572959`|`273756`|`2.09`|`275199`|`297760`|`2022-09-07 17:55:32`
`구로구`|`11530`|`202205`|`395146`|`182113`|`2.17`|`194518`|`200628`|`2022-09-07 17:55:32`
`금천구`|`11545`|`202205`|`231427`|`119315`|`1.94`|`116756`|`114671`|`2022-09-07 17:55:32`
`영등포구`|`11560`|`202205`|`376290`|`188506`|`2`|`185354`|`190936`|`2022-09-07 17:55:32`
`동작구`|`11590`|`202205`|`385755`|`186948`|`2.06`|`186455`|`199300`|`2022-09-07 17:55:32`
`관악구`|`11620`|`202205`|`486686`|`280657`|`1.73`|`244628`|`242058`|`2022-09-07 17:55:32`
`서초구`|`11650`|`202205`|`408133`|`169642`|`2.41`|`195056`|`213077`|`2022-09-07 17:55:32`
`강남구`|`11680`|`202205`|`531744`|`234833`|`2.26`|`254347`|`277397`|`2022-09-07 17:55:32`
`송파구`|`11710`|`202205`|`662960`|`285939`|`2.32`|`319461`|`343499`|`2022-09-07 17:55:32`
`강동구`|`11740`|`202205`|`461417`|`202489`|`2.28`|`226062`|`235355`|`2022-09-07 17:55:32`
`종로구`|`11110`|`202206`|`143624`|`73728`|`1.95`|`69513`|`74111`|`2022-09-13 16:48:44`
`중구`|`11140`|`202206`|`122088`|`63958`|`1.91`|`59364`|`62724`|`2022-09-13 16:48:44`
`용산구`|`11170`|`202206`|`222263`|`111860`|`1.99`|`106743`|`115520`|`2022-09-13 16:48:44`
`성동구`|`11200`|`202206`|`283821`|`134327`|`2.11`|`138162`|`145659`|`2022-09-13 16:48:44`
`광진구`|`11215`|`202206`|`339893`|`169856`|`2`|`163920`|`175973`|`2022-09-13 16:48:44`
`동대문구`|`11230`|`202206`|`337330`|`169931`|`1.99`|`166348`|`170982`|`2022-09-13 16:48:44`
`중랑구`|`11260`|`202206`|`388509`|`188188`|`2.06`|`191433`|`197076`|`2022-09-13 16:48:44`
`성북구`|`11290`|`202206`|`433559`|`198089`|`2.19`|`208790`|`224769`|`2022-09-13 16:48:44`
`강북구`|`11305`|`202206`|`296653`|`145048`|`2.05`|`144154`|`152499`|`2022-09-13 16:48:44`
`도봉구`|`11320`|`202206`|`314791`|`139076`|`2.26`|`153014`|`161777`|`2022-09-13 16:48:44`
`노원구`|`11350`|`202206`|`508066`|`218637`|`2.32`|`244387`|`263679`|`2022-09-13 16:48:44`
`은평구`|`11380`|`202206`|`473674`|`216455`|`2.19`|`226148`|`247526`|`2022-09-13 16:48:44`
`서대문구`|`11410`|`202206`|`305623`|`145517`|`2.1`|`145663`|`159960`|`2022-09-13 16:48:44`
`마포구`|`11440`|`202206`|`367584`|`181138`|`2.03`|`172569`|`195015`|`2022-09-13 16:48:44`
`양천구`|`11470`|`202206`|`444548`|`181987`|`2.44`|`217704`|`226844`|`2022-09-13 16:48:44`
`강서구`|`11500`|`202206`|`573045`|`274301`|`2.09`|`275233`|`297812`|`2022-09-13 16:48:44`
`구로구`|`11530`|`202206`|`394850`|`182172`|`2.17`|`194304`|`200546`|`2022-09-13 16:48:44`
`금천구`|`11545`|`202206`|`231565`|`119627`|`1.94`|`116811`|`114754`|`2022-09-13 16:48:44`
`영등포구`|`11560`|`202206`|`376437`|`188759`|`1.99`|`185460`|`190977`|`2022-09-13 16:48:44`
`동작구`|`11590`|`202206`|`385898`|`187380`|`2.06`|`186506`|`199392`|`2022-09-13 16:48:44`
`관악구`|`11620`|`202206`|`486946`|`281423`|`1.73`|`244722`|`242224`|`2022-09-13 16:48:44`
`서초구`|`11650`|`202206`|`407672`|`169518`|`2.4`|`194819`|`212853`|`2022-09-13 16:48:44`
`강남구`|`11680`|`202206`|`531777`|`234885`|`2.26`|`254333`|`277444`|`2022-09-13 16:48:44`
`송파구`|`11710`|`202206`|`662961`|`286119`|`2.32`|`319397`|`343564`|`2022-09-13 16:48:44`
`강동구`|`11740`|`202206`|`461630`|`202861`|`2.28`|`226158`|`235472`|`2022-09-13 16:48:44`
`종로구`|`11110`|`202207`|`143547`|`73756`|`1.95`|`69463`|`74084`|`2022-09-13 17:07:03`
`중구`|`11140`|`202207`|`122138`|`64040`|`1.91`|`59360`|`62778`|`2022-09-13 17:07:03`
`용산구`|`11170`|`202207`|`222262`|`111948`|`1.99`|`106743`|`115519`|`2022-09-13 17:07:03`
`성동구`|`11200`|`202207`|`283618`|`134387`|`2.11`|`138046`|`145572`|`2022-09-13 17:07:03`
`광진구`|`11215`|`202207`|`339853`|`169985`|`2`|`163882`|`175971`|`2022-09-13 17:07:03`
`동대문구`|`11230`|`202207`|`337198`|`170066`|`1.98`|`166236`|`170962`|`2022-09-13 17:07:03`
`중랑구`|`11260`|`202207`|`388307`|`188269`|`2.06`|`191193`|`197114`|`2022-09-13 17:07:03`
`성북구`|`11290`|`202207`|`433583`|`198258`|`2.19`|`208745`|`224838`|`2022-09-13 17:07:03`
`강북구`|`11305`|`202207`|`296489`|`145198`|`2.04`|`144107`|`152382`|`2022-09-13 17:07:03`
`도봉구`|`11320`|`202207`|`314662`|`139225`|`2.26`|`152937`|`161725`|`2022-09-13 17:07:03`
`노원구`|`11350`|`202207`|`507575`|`218652`|`2.32`|`244138`|`263437`|`2022-09-13 17:07:03`
`은평구`|`11380`|`202207`|`473529`|`216671`|`2.19`|`226065`|`247464`|`2022-09-13 17:07:03`
`서대문구`|`11410`|`202207`|`305716`|`145662`|`2.1`|`145711`|`160005`|`2022-09-13 17:07:03`
`마포구`|`11440`|`202207`|`367473`|`181340`|`2.03`|`172551`|`194922`|`2022-09-13 17:07:03`
`양천구`|`11470`|`202207`|`444213`|`182095`|`2.44`|`217475`|`226738`|`2022-09-13 17:07:03`
`강서구`|`11500`|`202207`|`572814`|`274595`|`2.09`|`275140`|`297674`|`2022-09-13 17:07:03`
`구로구`|`11530`|`202207`|`394745`|`182427`|`2.16`|`194211`|`200534`|`2022-09-13 17:07:03`
`금천구`|`11545`|`202207`|`231522`|`119809`|`1.93`|`116766`|`114756`|`2022-09-13 17:07:03`
`영등포구`|`11560`|`202207`|`376661`|`189037`|`1.99`|`185518`|`191143`|`2022-09-13 17:07:03`
`동작구`|`11590`|`202207`|`385746`|`187656`|`2.06`|`186466`|`199280`|`2022-09-13 17:07:03`
`관악구`|`11620`|`202207`|`487172`|`282141`|`1.73`|`244925`|`242247`|`2022-09-13 17:07:03`
`서초구`|`11650`|`202207`|`407346`|`169560`|`2.4`|`194627`|`212719`|`2022-09-13 17:07:03`
`강남구`|`11680`|`202207`|`532198`|`235147`|`2.26`|`254498`|`277700`|`2022-09-13 17:07:03`
`송파구`|`11710`|`202207`|`663070`|`286381`|`2.32`|`319423`|`343647`|`2022-09-13 17:07:03`
`강동구`|`11740`|`202207`|`461774`|`203087`|`2.27`|`226179`|`235595`|`2022-09-13 17:07:03`
`종로구`|`11110`|`202208`|`143499`|`73866`|`1.94`|`69408`|`74091`|`2022-11-23 16:41:59`
`중구`|`11140`|`202208`|`121960`|`64011`|`1.91`|`59309`|`62651`|`2022-11-23 16:41:59`
`용산구`|`11170`|`202208`|`222230`|`112074`|`1.98`|`106686`|`115544`|`2022-11-23 16:41:59`
`성동구`|`11200`|`202208`|`283603`|`134616`|`2.11`|`138050`|`145553`|`2022-11-23 16:41:59`
`광진구`|`11215`|`202208`|`339567`|`170014`|`2`|`163692`|`175875`|`2022-11-23 16:41:59`
`동대문구`|`11230`|`202208`|`337233`|`170413`|`1.98`|`166170`|`171063`|`2022-11-23 16:41:59`
`중랑구`|`11260`|`202208`|`387840`|`188283`|`2.06`|`190931`|`196909`|`2022-11-23 16:41:59`
`성북구`|`11290`|`202208`|`433386`|`198452`|`2.18`|`208575`|`224811`|`2022-11-23 16:41:59`
`강북구`|`11305`|`202208`|`296073`|`145204`|`2.04`|`143861`|`152212`|`2022-11-23 16:41:59`
`도봉구`|`11320`|`202208`|`313835`|`138975`|`2.26`|`152495`|`161340`|`2022-11-23 16:41:59`
`노원구`|`11350`|`202208`|`507076`|`218649`|`2.32`|`243842`|`263234`|`2022-11-23 16:41:59`
`은평구`|`11380`|`202208`|`472954`|`216698`|`2.18`|`225732`|`247222`|`2022-11-23 16:41:59`
`서대문구`|`11410`|`202208`|`306253`|`146054`|`2.1`|`145948`|`160305`|`2022-11-23 16:41:59`
`마포구`|`11440`|`202208`|`367190`|`181463`|`2.02`|`172317`|`194873`|`2022-11-23 16:41:59`
`양천구`|`11470`|`202208`|`443847`|`182220`|`2.44`|`217268`|`226579`|`2022-11-23 16:41:59`
`강서구`|`11500`|`202208`|`572230`|`274551`|`2.08`|`274771`|`297459`|`2022-11-23 16:41:59`
`구로구`|`11530`|`202208`|`394246`|`182464`|`2.16`|`193935`|`200311`|`2022-11-23 16:41:59`
`금천구`|`11545`|`202208`|`231356`|`119913`|`1.93`|`116653`|`114703`|`2022-11-23 16:41:59`
`영등포구`|`11560`|`202208`|`377295`|`189541`|`1.99`|`185754`|`191541`|`2022-11-23 16:41:59`
`동작구`|`11590`|`202208`|`385379`|`187962`|`2.05`|`186268`|`199111`|`2022-11-23 16:41:59`
`관악구`|`11620`|`202208`|`487629`|`283092`|`1.72`|`245176`|`242453`|`2022-11-23 16:41:59`
`서초구`|`11650`|`202208`|`406565`|`169217`|`2.4`|`194249`|`212316`|`2022-11-23 16:41:59`
`강남구`|`11680`|`202208`|`532500`|`235409`|`2.26`|`254730`|`277770`|`2022-11-23 16:41:59`
`송파구`|`11710`|`202208`|`662599`|`286514`|`2.31`|`319164`|`343435`|`2022-11-23 16:41:59`
`강동구`|`11740`|`202208`|`462109`|`203320`|`2.27`|`226311`|`235798`|`2022-11-23 16:41:59`
`종로구`|`11110`|`202209`|`141978`|`72797`|`1.95`|`68652`|`73326`|`2022-11-23 16:51:27`
`중구`|`11140`|`202209`|`120969`|`63300`|`1.91`|`58812`|`62157`|`2022-11-23 16:51:27`
`용산구`|`11170`|`202209`|`219275`|`109954`|`1.99`|`105385`|`113890`|`2022-11-23 16:51:27`
`성동구`|`11200`|`202209`|`282250`|`133819`|`2.11`|`137351`|`144899`|`2022-11-23 16:51:27`
`광진구`|`11215`|`202209`|`338257`|`169338`|`2`|`163038`|`175219`|`2022-11-23 16:51:27`
`동대문구`|`11230`|`202209`|`337106`|`170068`|`1.98`|`166051`|`171055`|`2022-11-23 16:51:27`
`중랑구`|`11260`|`202209`|`386390`|`187513`|`2.06`|`190115`|`196275`|`2022-11-23 16:51:27`
`성북구`|`11290`|`202209`|`431827`|`197588`|`2.19`|`207715`|`224112`|`2022-11-23 16:51:27`
`강북구`|`11305`|`202209`|`294876`|`144577`|`2.04`|`143219`|`151657`|`2022-11-23 16:51:27`
`도봉구`|`11320`|`202209`|`312788`|`138541`|`2.26`|`152019`|`160769`|`2022-11-23 16:51:27`
`노원구`|`11350`|`202209`|`505503`|`217952`|`2.32`|`243071`|`262432`|`2022-11-23 16:51:27`
`은평구`|`11380`|`202209`|`470289`|`215225`|`2.19`|`224424`|`245865`|`2022-11-23 16:51:27`
`서대문구`|`11410`|`202209`|`305149`|`145285`|`2.1`|`145374`|`159775`|`2022-11-23 16:51:27`
`마포구`|`11440`|`202209`|`365266`|`180085`|`2.03`|`171345`|`193921`|`2022-11-23 16:51:27`
`양천구`|`11470`|`202209`|`442145`|`181353`|`2.44`|`216359`|`225786`|`2022-11-23 16:51:27`
`강서구`|`11500`|`202209`|`570368`|`273691`|`2.08`|`273820`|`296548`|`2022-11-23 16:51:27`
`구로구`|`11530`|`202209`|`393181`|`181950`|`2.16`|`193323`|`199858`|`2022-11-23 16:51:27`
`금천구`|`11545`|`202209`|`230504`|`119587`|`1.93`|`116209`|`114295`|`2022-11-23 16:51:27`
`영등포구`|`11560`|`202209`|`376216`|`188768`|`1.99`|`185099`|`191117`|`2022-11-23 16:51:27`
`동작구`|`11590`|`202209`|`383637`|`186966`|`2.05`|`185490`|`198147`|`2022-11-23 16:51:27`
`관악구`|`11620`|`202209`|`486787`|`282806`|`1.72`|`244810`|`241977`|`2022-11-23 16:51:27`
`서초구`|`11650`|`202209`|`405076`|`168175`|`2.41`|`193548`|`211528`|`2022-11-23 16:51:27`
`강남구`|`11680`|`202209`|`530103`|`233687`|`2.27`|`253628`|`276475`|`2022-11-23 16:51:27`
`송파구`|`11710`|`202209`|`660211`|`285175`|`2.32`|`317972`|`342239`|`2022-11-23 16:51:27`
`강동구`|`11740`|`202209`|`460617`|`202325`|`2.28`|`225532`|`235085`|`2022-11-23 16:51:27`
`종로구`|`11110`|`202210`|`141861`|`72758`|`1.95`|`68601`|`73260`|`2022-11-23 16:55:10`
`중구`|`11140`|`202210`|`120648`|`63206`|`1.91`|`58643`|`62005`|`2022-11-23 16:55:10`
`용산구`|`11170`|`202210`|`219102`|`109936`|`1.99`|`105303`|`113799`|`2022-11-23 16:55:10`
`성동구`|`11200`|`202210`|`281694`|`133599`|`2.11`|`137075`|`144619`|`2022-11-23 16:55:10`
`광진구`|`11215`|`202210`|`337900`|`169382`|`1.99`|`162844`|`175056`|`2022-11-23 16:55:10`
`동대문구`|`11230`|`202210`|`337273`|`170169`|`1.98`|`166113`|`171160`|`2022-11-23 16:55:10`
`중랑구`|`11260`|`202210`|`385976`|`187467`|`2.06`|`189869`|`196107`|`2022-11-23 16:55:10`
`성북구`|`11290`|`202210`|`431581`|`197535`|`2.18`|`207584`|`223997`|`2022-11-23 16:55:10`
`강북구`|`11305`|`202210`|`294429`|`144552`|`2.04`|`143000`|`151429`|`2022-11-23 16:55:10`
`도봉구`|`11320`|`202210`|`312427`|`138521`|`2.26`|`151811`|`160616`|`2022-11-23 16:55:10`
`노원구`|`11350`|`202210`|`505058`|`217956`|`2.32`|`242826`|`262232`|`2022-11-23 16:55:10`
`은평구`|`11380`|`202210`|`468988`|`214702`|`2.18`|`223764`|`245224`|`2022-11-23 16:55:10`
`서대문구`|`11410`|`202210`|`305113`|`145325`|`2.1`|`145287`|`159826`|`2022-11-23 16:55:10`
`마포구`|`11440`|`202210`|`364698`|`179959`|`2.03`|`171062`|`193636`|`2022-11-23 16:55:10`
`양천구`|`11470`|`202210`|`441749`|`181370`|`2.44`|`216133`|`225616`|`2022-11-23 16:55:10`
`강서구`|`11500`|`202210`|`570011`|`273776`|`2.08`|`273644`|`296367`|`2022-11-23 16:55:10`
`구로구`|`11530`|`202210`|`394212`|`182789`|`2.16`|`193834`|`200378`|`2022-11-23 16:55:10`
`금천구`|`11545`|`202210`|`230156`|`119572`|`1.92`|`116062`|`114094`|`2022-11-23 16:55:10`
`영등포구`|`11560`|`202210`|`375849`|`188734`|`1.99`|`184845`|`191004`|`2022-11-23 16:55:10`
`동작구`|`11590`|`202210`|`382747`|`186655`|`2.05`|`185098`|`197649`|`2022-11-23 16:55:10`
`관악구`|`11620`|`202210`|`487201`|`283378`|`1.72`|`244980`|`242221`|`2022-11-23 16:55:10`
`서초구`|`11650`|`202210`|`404902`|`168146`|`2.41`|`193465`|`211437`|`2022-11-23 16:55:10`
`강남구`|`11680`|`202210`|`529946`|`233474`|`2.27`|`253570`|`276376`|`2022-11-23 16:55:10`
`송파구`|`11710`|`202210`|`659788`|`285087`|`2.31`|`317743`|`342045`|`2022-11-23 16:55:10`
`강동구`|`11740`|`202210`|`460413`|`202341`|`2.28`|`225303`|`235110`|`2022-11-23 16:55:10`
`종로구`|`11110`|`202211`|`141650`|`72666`|`1.95`|`68488`|`73162`|`2023-03-30 13:25:39`
`중구`|`11140`|`202211`|`120545`|`63167`|`1.91`|`58610`|`61935`|`2023-03-30 13:25:39`
`용산구`|`11170`|`202211`|`218945`|`109905`|`1.99`|`105222`|`113723`|`2023-03-30 13:25:39`
`성동구`|`11200`|`202211`|`281370`|`133435`|`2.11`|`136901`|`144469`|`2023-03-30 13:25:39`
`광진구`|`11215`|`202211`|`337713`|`169376`|`1.99`|`162699`|`175014`|`2023-03-30 13:25:39`
`동대문구`|`11230`|`202211`|`337241`|`170154`|`1.98`|`166070`|`171171`|`2023-03-30 13:25:39`
`중랑구`|`11260`|`202211`|`385638`|`187418`|`2.06`|`189747`|`195891`|`2023-03-30 13:25:39`
`성북구`|`11290`|`202211`|`431047`|`197354`|`2.18`|`207269`|`223778`|`2023-03-30 13:25:39`
`강북구`|`11305`|`202211`|`293984`|`144415`|`2.04`|`142776`|`151208`|`2023-03-30 13:25:39`
`도봉구`|`11320`|`202211`|`312053`|`138439`|`2.25`|`151562`|`160491`|`2023-03-30 13:25:39`
`노원구`|`11350`|`202211`|`504609`|`217860`|`2.32`|`242634`|`261975`|`2023-03-30 13:25:39`
`은평구`|`11380`|`202211`|`467851`|`214243`|`2.18`|`223198`|`244653`|`2023-03-30 13:25:39`
`서대문구`|`11410`|`202211`|`305541`|`145542`|`2.1`|`145442`|`160099`|`2023-03-30 13:25:39`
`마포구`|`11440`|`202211`|`364374`|`179892`|`2.03`|`170915`|`193459`|`2023-03-30 13:25:39`
`양천구`|`11470`|`202211`|`441550`|`181335`|`2.43`|`216070`|`225480`|`2023-03-30 13:25:39`
`강서구`|`11500`|`202211`|`569456`|`273650`|`2.08`|`273357`|`296099`|`2023-03-30 13:25:39`
`구로구`|`11530`|`202211`|`394811`|`183210`|`2.15`|`194067`|`200744`|`2023-03-30 13:25:39`
`금천구`|`11545`|`202211`|`229890`|`119561`|`1.92`|`115934`|`113956`|`2023-03-30 13:25:39`
`영등포구`|`11560`|`202211`|`375785`|`188756`|`1.99`|`184766`|`191019`|`2023-03-30 13:25:39`
`동작구`|`11590`|`202211`|`381704`|`186197`|`2.05`|`184596`|`197108`|`2023-03-30 13:25:39`
`관악구`|`11620`|`202211`|`487038`|`283538`|`1.72`|`244969`|`242069`|`2023-03-30 13:25:39`
`서초구`|`11650`|`202211`|`404704`|`168025`|`2.41`|`193333`|`211371`|`2023-03-30 13:25:39`
`강남구`|`11680`|`202211`|`529698`|`233287`|`2.27`|`253449`|`276249`|`2023-03-30 13:25:39`
`송파구`|`11710`|`202211`|`659381`|`284952`|`2.31`|`317464`|`341917`|`2023-03-30 13:25:39`
`강동구`|`11740`|`202211`|`460258`|`202283`|`2.28`|`225243`|`235015`|`2023-03-30 13:25:39`
`종로구`|`11110`|`202212`|`141379`|`72524`|`1.95`|`68395`|`72984`|`2023-04-25 17:21:30`
`중구`|`11140`|`202212`|`120437`|`63139`|`1.91`|`58563`|`61874`|`2023-04-25 17:21:30`
`용산구`|`11170`|`202212`|`218650`|`109805`|`1.99`|`105087`|`113563`|`2023-04-25 17:21:30`
`성동구`|`11200`|`202212`|`281000`|`133305`|`2.11`|`136633`|`144367`|`2023-04-25 17:21:30`
`광진구`|`11215`|`202212`|`337416`|`169291`|`1.99`|`162541`|`174875`|`2023-04-25 17:21:30`
`동대문구`|`11230`|`202212`|`336644`|`169873`|`1.98`|`165755`|`170889`|`2023-04-25 17:21:30`
`중랑구`|`11260`|`202212`|`385318`|`187413`|`2.06`|`189537`|`195781`|`2023-04-25 17:21:30`
`성북구`|`11290`|`202212`|`430397`|`197082`|`2.18`|`206961`|`223436`|`2023-04-25 17:21:30`
`강북구`|`11305`|`202212`|`293660`|`144313`|`2.03`|`142567`|`151093`|`2023-04-25 17:21:30`
`도봉구`|`11320`|`202212`|`311694`|`138356`|`2.25`|`151398`|`160296`|`2023-04-25 17:21:30`
